feature	ASV1	ASV2	ASV3	ASV4	ASV5	ASV6	ASV7	ASV8	ASV9	ASV10	ASV11	ASV12	ASV13	ASV14	ASV15	ASV16	ASV17	ASV18	ASV19	ASV20	ASV21	ASV22	ASV23	ASV24	ASV25	ASV26	ASV27	ASV28	ASV29	ASV30	ASV31	ASV32	ASV33	ASV34	ASV35	ASV36	ASV37	ASV38	ASV39	ASV40	ASV41	ASV42	ASV43	ASV44	ASV45	ASV46	ASV47	ASV48	ASV49	ASV50	ASV51	ASV52	ASV53	ASV54	ASV55	ASV56	ASV57	ASV58	ASV59	ASV60	ASV61	ASV62	ASV63	ASV64	ASV65	ASV66	ASV67	ASV68	ASV69	ASV70	ASV71	ASV72	ASV73	ASV74	ASV75	ASV76	ASV77	ASV78	ASV79	ASV80	ASV81	ASV82	ASV83	ASV84	ASV85	ASV86	ASV87	ASV88	ASV89	ASV90	ASV91	ASV92	ASV93	ASV94	ASV95	ASV96	ASV97	ASV99	ASV100	ASV101	ASV102	ASV103	ASV104	ASV105	ASV106	ASV107	ASV108	ASV109	ASV110	ASV112	ASV113	ASV114	ASV115	ASV116	ASV117	ASV118	ASV119	ASV120	ASV121	ASV122	ASV123	ASV124	ASV125	ASV126	ASV127	ASV128	ASV129	ASV130	ASV131	ASV132	ASV133	ASV134	ASV135	ASV136	ASV137	ASV138	ASV139	ASV140	ASV141	ASV142	ASV143	ASV144	ASV145	ASV146	ASV147	ASV148	ASV149	ASV150	ASV151	ASV152	ASV153	ASV154	ASV155	ASV156	ASV157	ASV158	ASV159	ASV160	ASV161	ASV162	ASV163	ASV164	ASV165	ASV166	ASV167	ASV168	ASV169	ASV170	ASV171	ASV172	ASV173	ASV174	ASV175	ASV176	ASV177	ASV178	ASV179	ASV180	ASV181	ASV182	ASV183	ASV184	ASV185	ASV186	ASV187	ASV188	ASV189	ASV190	ASV191	ASV192	ASV193	ASV194	ASV195	ASV196	ASV197	ASV198	ASV199	ASV200	ASV201	ASV202	ASV203	ASV204	ASV205	ASV207	ASV208	ASV209	ASV210	ASV211	ASV213	ASV216	ASV217	ASV218	ASV219	ASV220	ASV221	ASV222	ASV223	ASV224	ASV225	ASV228	ASV229	ASV230	ASV231	ASV232	ASV233	ASV234	ASV235	ASV236	ASV237	ASV238	ASV239	ASV240	ASV241	ASV242	ASV243	ASV244	ASV245	ASV246	ASV248	ASV249	ASV250	ASV251	ASV253	ASV254	ASV256	ASV257	ASV258	ASV259	ASV260	ASV261	ASV262	ASV263	ASV265	ASV266	ASV267	ASV268	ASV269	ASV270	ASV271	ASV272	ASV273	ASV274	ASV275	ASV276	ASV277	ASV278	ASV279	ASV280	ASV281	ASV282	ASV283	ASV284	ASV285	ASV286	ASV287	ASV288	ASV289	ASV290	ASV292	ASV293	ASV294	ASV295	ASV297	ASV299	ASV300	ASV301	ASV302	ASV303	ASV304	ASV305	ASV306	ASV307	ASV308	ASV310	ASV312	ASV313	ASV315	ASV316	ASV317	ASV318	ASV319	ASV320	ASV321	ASV322	ASV324	ASV325	ASV327	ASV328	ASV330	ASV331	ASV334	ASV335	ASV338	ASV339	ASV340	ASV341	ASV342	ASV345	ASV346	ASV347	ASV348	ASV351	ASV353	ASV354	ASV355	ASV356	ASV357	ASV358	ASV359	ASV360	ASV361	ASV362	ASV363	ASV364	ASV365	ASV366	ASV367	ASV368	ASV369	ASV372	ASV374	ASV377	ASV379	ASV380	ASV381	ASV383	ASV384	ASV385	ASV387	ASV388	ASV389	ASV390	ASV391	ASV393	ASV395	ASV396	ASV397	ASV398	ASV399	ASV400	ASV404	ASV407	ASV408	ASV412	ASV416	ASV419	ASV421	ASV426	ASV428	ASV429	ASV431	ASV433	ASV440	ASV441	ASV443	ASV445	ASV447	ASV449	ASV455	ASV460	ASV461	ASV463	ASV472	ASV474	ASV475	ASV476	ASV477	ASV489	ASV498	ASV503	ASV510	ASV516	ASV529	ASV540	ASV543	ASV549	ASV553	ASV554	ASV565	ASV576
Preg.Feces.PD.2202.week6.2	578	0	3	799	124	214	372	206	118	130	22	0	174	0	9	132	4	332	131	183	0	356	54	91	0	78	83	38	70	54	385	20	326	151	104	105	117	0	32	134	80	8	121	38	52	124	42	71	31	26	19	158	64	10	14	43	26	42	15	14	16	80	61	51	3	65	27	81	0	0	89	19	11	17	28	119	34	46	73	75	45	29	0	51	40	32	0	67	0	48	0	59	13	0	43	36	12	67	13	14	0	0	40	525	10	18	46	51	78	18	28	0	53	22	19	12	42	52	31	10	39	20	9	43	36	0	0	0	23	42	71	9	30	29	25	8	11	0	0	11	23	0	0	33	0	41	17	23	18	9	14	21	9	18	5	0	56	12	27	26	0	14	25	73	8	4	15	10	0	28	0	0	13	0	14	15	0	0	12	15	0	0	13	0	0	0	8	0	14	10	13	8	14	0	12	10	33	9	0	0	0	0	19	0	26	28	8	3	0	0	0	10	18	10	0	28	0	0	0	9	0	0	0	0	15	4	18	0	6	28	0	0	0	18	11	0	13	0	0	0	0	0	0	5	8	0	50	13	14	4	11	2	11	0	0	6	0	0	66	0	0	16	0	0	0	0	0	39	0	0	0	13	0	0	0	5	0	0	0	21	0	4	0	28	0	2	0	4	20	31	0	0	11	0	4	5	0	0	0	0	16	0	8	0	0	31	0	0	32	0	0	0	0	0	6	4	14	3	8	0	5	14	15	0	0	0	0	3	0	0	13	0	0	0	0	0	2	6	0	0	0	3	0	0	0	0	0	0	0	0	24	0	0	7	0	2	0	0	0	2	3	0	0	0	2	0	0	0	5	0	19	0	0	6	0	0	4	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Preg.Feces.PD.2209.week6.2	406	717	0	119	46	439	163	41	76	488	180	0	41	550	12	162	0	89	124	202	0	34	99	82	0	46	106	9	27	29	160	26	73	460	91	7	30	256	54	40	60	10	243	64	2	0	0	24	4	0	179	0	84	16	47	0	10	94	5	0	20	119	18	191	4	59	109	522	223	0	37	0	116	0	0	15	52	176	22	0	0	5	0	7	115	0	0	42	124	41	0	15	53	90	0	144	0	70	91	0	0	39	26	0	40	57	14	0	28	23	0	7	20	28	8	26	0	105	0	0	0	35	52	3	72	17	57	0	45	45	0	43	99	0	0	0	20	450	44	81	8	0	0	105	96	0	11	31	35	87	21	16	25	0	35	0	13	0	13	0	0	22	0	8	45	21	15	0	0	13	0	0	26	0	0	20	45	43	3	20	0	0	0	0	0	0	25	0	0	12	13	11	32	9	12	0	13	0	54	0	0	53	40	22	0	27	0	0	25	0	21	2	0	40	46	13	5	11	17	0	0	20	47	7	50	0	0	58	32	12	0	11	18	0	17	12	0	0	0	0	0	0	0	13	7	0	0	0	10	17	0	79	0	0	28	0	16	0	0	109	5	78	0	0	0	6	74	0	31	0	19	0	2	10	0	24	0	81	0	15	11	6	0	77	22	0	19	0	8	65	15	0	0	0	13	17	0	0	7	0	6	8	45	0	11	8	0	0	0	29	0	0	18	0	13	0	0	6	0	0	0	0	0	7	0	12	3	7	0	0	12	0	0	0	0	60	13	10	0	0	15	0	0	0	0	6	5	0	0	0	0	0	0	20	0	17	0	20	0	0	0	0	0	0	8	0	0	0	2	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Preg.Feces.PD.2211.week6.2	52	153	141	69	320	597	580	399	812	178	17	2	68	474	59	551	0	233	389	581	101	62	479	309	68	427	237	315	495	243	222	108	430	0	334	31	283	44	34	125	381	102	28	319	0	217	262	350	55	39	18	0	116	51	0	121	149	46	189	48	148	115	23	20	25	305	37	75	44	54	111	37	33	14	74	35	31	24	12	0	134	88	0	62	41	72	38	20	94	32	0	33	14	70	0	0	0	18	0	24	207	147	18	24	10	25	14	0	17	81	59	10	12	9	16	89	0	0	44	13	0	162	18	0	27	45	0	67	25	25	0	16	0	2	0	29	18	0	45	43	55	57	38	12	0	33	67	53	0	0	30	22	0	26	0	61	21	33	8	0	0	10	21	0	0	0	19	21	0	13	0	47	0	0	4	19	10	9	0	7	0	0	16	0	0	0	18	0	10	6	19	9	0	26	9	8	0	0	34	0	0	0	0	8	0	0	33	0	0	0	0	27	0	9	0	9	19	21	5	18	0	23	13	0	13	0	0	53	6	5	6	0	15	0	9	9	0	0	0	0	0	52	0	8	0	0	9	10	0	18	0	33	0	0	0	13	0	30	0	0	8	29	6	0	0	6	17	0	0	80	0	0	26	0	0	0	0	38	0	15	0	0	12	0	11	0	0	11	0	24	17	0	0	0	0	0	0	0	0	0	0	7	0	0	2	26	14	0	0	0	0	0	5	0	6	10	0	8	0	0	0	9	3	0	0	0	0	0	17	0	0	0	0	0	0	14	0	0	0	11	0	0	0	0	0	0	0	0	14	0	0	0	4	0	0	0	5	0	0	4	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Preg.Feces.PD.2217.week6.2	553	243	143	675	603	656	1342	2034	838	148	606	5	197	470	125	445	6	71	799	144	73	0	458	218	75	523	155	456	493	293	300	691	517	106	359	36	349	91	16	182	296	174	20	62	50	451	40	396	389	58	28	347	160	29	65	306	43	17	77	329	70	218	94	28	35	102	39	35	60	58	255	282	17	35	100	28	32	26	0	0	291	49	50	183	45	64	108	41	78	0	34	32	19	27	65	0	28	40	28	61	92	111	16	61	0	20	4	79	13	25	154	6	4	52	25	35	69	0	44	93	56	42	16	78	36	0	0	44	58	20	22	13	8	0	28	11	8	7	0	8	79	53	71	4	0	34	63	40	0	5	0	0	4	72	79	38	0	80	9	71	0	0	0	19	0	7	19	11	5	15	0	0	9	0	34	12	0	40	24	7	0	0	58	82	0	0	0	0	0	0	0	0	21	15	0	10	7	0	30	0	0	0	0	0	25	11	31	0	0	0	0	20	0	0	0	6	0	14	7	42	0	0	15	0	0	10	0	38	0	3	10	3	5	0	9	0	0	0	0	0	11	0	0	0	0	0	18	24	9	5	4	0	0	0	0	0	0	14	0	0	0	0	25	0	0	10	40	16	0	0	6	0	0	7	34	0	19	27	0	0	0	0	0	24	5	2	0	9	12	27	0	5	0	16	7	0	0	0	0	31	0	2	0	19	0	36	0	0	0	0	10	75	5	0	0	45	0	5	0	0	0	4	4	0	33	0	2	15	8	19	0	3	0	0	0	0	0	0	0	0	0	8	16	26	0	0	0	0	0	0	0	32	0	0	0	0	5	0	4	0	3	0	0	0	0	0	16	0	0	3	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	29	0	3	0	0	0	0	0	5	4	0	0	0
Preg.Feces.PD.2222.week6.2	245	749	827	281	572	203	1201	962	414	382	35	0	143	0	288	267	0	110	245	96	499	448	293	54	495	231	60	608	268	445	159	104	79	179	268	93	120	0	60	220	185	9	163	14	164	388	0	157	288	204	125	0	0	134	0	54	19	0	119	48	198	147	70	51	33	45	99	18	12	111	67	31	35	10	177	6	109	77	110	141	355	31	0	5	104	72	151	130	0	23	91	0	20	12	0	73	85	30	55	124	0	99	0	0	38	28	55	0	12	18	95	27	21	32	6	24	0	57	94	47	0	9	11	46	65	0	34	86	119	0	0	34	35	0	363	0	16	0	15	0	19	55	42	9	0	26	24	42	14	36	0	0	46	20	0	45	0	60	13	230	0	50	0	51	0	29	11	0	0	29	0	46	22	0	28	15	19	58	59	0	21	0	59	0	27	82	16	50	0	25	0	33	17	0	18	7	0	28	30	0	0	0	0	22	49	0	15	0	36	0	62	4	10	0	0	11	0	0	26	30	0	0	0	0	0	61	0	0	0	11	0	0	12	16	0	0	56	36	0	10	71	0	0	19	0	0	0	28	9	0	31	0	0	0	50	6	5	5	0	0	0	0	0	0	24	5	0	0	37	0	0	0	0	7	0	0	34	0	0	16	10	0	30	0	7	3	0	0	0	0	0	6	0	0	9	10	0	0	0	0	10	0	9	0	2	39	12	0	0	28	0	75	0	0	0	100	0	0	0	0	0	0	6	0	90	0	0	0	103	28	0	11	0	0	0	0	0	0	2	9	0	0	0	6	14	0	6	0	17	0	0	0	4	0	0	5	7	0	4	0	6	8	0	4	3	0	0	0	4	0	0	0	0	12	14	0	0	0	3	15	14	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	11	30
Preg.Feces.PD.2229.week6.2	126	1017	1172	0	754	272	763	605	390	780	54	4	14	0	178	242	83	18	628	24	738	931	190	113	636	445	82	2834	327	676	95	171	59	16	230	0	43	0	13	241	162	15	37	4	4	279	0	241	85	304	60	16	16	97	0	201	102	17	150	0	256	89	0	156	58	106	115	121	188	226	38	0	78	16	240	0	171	47	272	255	124	109	0	24	0	74	111	111	0	64	179	0	77	68	0	0	160	58	0	48	76	147	144	0	83	78	107	0	51	10	109	0	119	9	8	10	5	0	31	47	0	11	37	82	0	0	19	108	8	50	0	38	55	0	0	0	57	0	0	23	31	65	47	42	12	9	68	0	0	89	55	33	0	3	48	48	0	25	27	0	0	0	17	42	0	13	43	44	0	24	0	80	54	56	10	68	48	4	44	32	200	0	26	0	0	5	26	13	53	76	0	12	0	21	0	11	36	71	46	0	3	0	0	47	0	29	18	0	0	0	0	31	32	0	0	12	0	37	99	15	0	18	21	18	0	0	0	0	0	22	0	32	31	0	31	8	70	0	0	0	0	36	0	10	0	0	12	20	0	25	0	0	0	0	0	28	0	34	0	0	17	54	0	0	29	0	0	0	0	0	7	44	22	5	16	0	0	0	0	0	5	2	0	0	14	7	0	9	0	0	41	0	0	0	8	8	20	0	9	0	0	24	0	0	11	0	0	0	36	0	0	0	0	0	13	0	6	0	20	0	0	26	0	9	32	15	3	6	0	0	27	4	36	0	37	0	2	0	5	0	49	8	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	11	0	0	3	0	0	0	8	0	0	5	0	0	8	0	0	0	6	0	0	0	28	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Preg.Feces.PD.2230.week6.2	850	104	9	0	278	620	224	226	455	990	93	0	0	340	0	141	0	248	136	295	0	106	140	191	0	249	256	132	230	108	221	213	160	504	132	43	114	18	73	112	116	14	270	33	0	77	32	238	19	72	120	46	41	81	452	35	72	14	47	73	114	27	0	141	0	65	27	88	102	177	81	71	28	21	35	21	157	91	30	0	84	23	0	50	110	0	50	29	68	48	45	10	51	77	0	163	43	49	50	41	0	26	25	0	27	68	138	0	48	31	41	61	30	64	16	33	0	151	0	42	14	6	37	0	46	9	82	42	58	34	0	55	57	7	80	0	59	0	20	50	25	0	0	58	0	15	27	0	25	0	24	46	54	12	98	6	0	24	12	0	0	11	40	51	25	0	30	87	0	32	0	39	17	50	0	19	33	250	0	33	74	0	24	0	0	0	20	0	25	101	44	7	32	0	13	13	18	83	0	0	219	12	19	31	14	21	3	0	24	0	0	7	0	19	0	32	0	0	34	6	0	23	0	15	0	7	31	80	22	43	10	14	0	0	28	9	43	0	0	0	3	0	0	0	15	31	28	8	25	14	13	0	18	36	21	6	21	0	8	23	12	48	18	0	0	5	42	3	14	0	10	24	0	7	32	12	0	58	0	7	7	0	0	52	9	3	10	0	17	38	0	0	6	0	4	5	0	0	7	39	10	3	9	0	10	0	0	0	0	0	0	0	23	11	0	31	3	6	0	15	9	15	3	4	0	0	0	7	0	0	10	0	0	12	0	46	0	0	0	0	0	3	0	0	0	5	2	0	10	0	0	12	0	0	0	3	6	0	6	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	22	0	11	0	6	7	15	0	0	0	0	6	0	0	2	0	4	0	0	0	0	0	2	0	0	0
Preg.Feces.PD.2238.week6.2	55	133	24	26	180	341	105	160	524	190	39	0	0	0	876	67	2	399	183	87	8	530	131	113	0	262	176	543	278	67	277	109	12	0	98	828	55	57	237	74	63	83	209	0	0	0	0	198	14	11	157	11	41	38	0	52	0	24	46	47	66	94	0	119	282	94	81	678	541	4	74	38	132	5	19	12	77	390	124	136	8	31	0	0	113	58	0	0	0	74	0	77	71	137	0	0	0	83	65	49	0	66	14	0	16	30	5	0	24	15	4	0	0	20	0	0	0	0	0	7	0	47	31	0	7	0	0	0	53	46	70	55	40	145	0	112	57	0	33	40	0	35	0	94	0	0	19	19	0	0	89	44	0	2	0	0	35	7	25	0	0	16	7	19	41	0	39	13	11	17	0	0	123	0	0	23	63	0	0	30	0	0	0	0	0	17	31	2	36	4	90	30	59	73	0	0	19	4	46	0	0	41	68	33	0	47	0	0	0	0	0	0	0	0	10	12	0	11	4	0	0	0	46	0	36	0	35	349	38	13	18	11	4	0	10	4	32	0	105	0	0	0	0	0	22	0	12	0	0	18	0	5	32	0	0	12	13	0	0	0	0	57	0	0	0	0	37	0	0	0	15	0	26	0	0	0	0	30	12	11	6	9	28	22	13	0	22	5	0	29	16	0	0	33	31	0	0	2	0	0	8	5	0	0	21	32	16	0	0	0	0	0	47	0	17	5	5	0	4	0	0	0	0	6	0	0	0	9	0	29	0	0	0	8	0	0	6	9	0	0	0	0	0	0	0	16	0	6	0	19	0	0	10	0	0	0	0	0	4	0	0	11	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	3	5	0	0	0	0	0	0	5	3	0	0	4	0	0	0
Preg.Feces.PD.2239.week6.2	683	25	128	328	425	372	165	582	820	577	338	0	19	8	0	678	4	89	104	14	74	0	379	198	83	351	397	756	422	116	9	55	111	181	0	366	163	0	149	227	269	0	168	153	68	57	132	40	15	82	54	0	0	218	0	32	446	104	78	0	25	186	59	85	0	134	172	60	180	78	57	0	90	7	56	21	83	111	0	0	11	67	0	8	128	121	86	0	0	69	35	13	67	23	0	65	26	58	35	67	99	147	133	0	115	38	30	0	29	8	31	43	18	18	11	0	0	63	92	18	0	99	22	18	0	14	45	0	0	81	0	75	33	78	0	67	103	134	68	26	20	87	68	14	0	17	20	17	14	63	57	58	33	6	19	0	0	17	16	43	23	0	60	12	0	29	111	0	36	28	0	0	24	83	10	34	77	342	3	37	0	122	17	0	0	5	15	13	28	9	19	9	41	35	21	37	9	8	0	127	0	120	91	32	0	38	20	0	0	117	57	37	11	10	30	6	0	8	6	6	0	0	17	24	40	2	178	0	20	40	6	23	11	42	14	9	0	109	0	0	0	0	101	0	17	8	0	24	13	109	0	0	0	34	0	9	7	16	0	15	19	30	0	82	42	0	0	0	103	0	0	0	15	0	12	5	0	0	11	0	0	21	29	0	0	11	6	0	13	0	0	0	0	41	14	0	0	3	6	0	0	0	0	0	14	35	0	3	0	0	0	0	8	9	12	0	4	12	9	0	6	0	0	9	23	18	0	0	0	0	10	0	15	13	0	0	5	11	0	6	0	0	0	0	0	10	0	0	16	0	0	0	0	24	0	9	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0	0	32	5	0	0	4	0	0	0	0	0	0	0	26	0	0	9	0	7	0	9	0	0	0	0	0	7
Preg.Feces.PD.2251.week6.2	1215	29	38	57	220	765	129	197	320	1854	395	0	34	85	161	323	2	371	7	393	27	501	206	266	28	258	291	33	215	45	514	154	245	0	136	726	106	11	202	112	0	238	293	83	22	51	75	82	26	37	57	27	205	48	962	0	83	113	37	72	37	144	0	518	47	126	282	114	103	10	49	74	112	72	17	177	89	111	130	151	28	32	0	143	152	0	45	141	0	113	0	46	80	146	0	0	0	136	35	36	74	39	70	3	23	157	28	0	96	52	16	165	167	16	13	48	41	0	52	31	0	27	58	35	99	47	57	0	59	46	41	88	55	597	34	56	52	0	71	27	33	0	0	59	6	19	38	54	56	4	48	89	196	5	70	37	29	18	86	57	70	26	9	121	0	35	49	83	49	41	0	0	50	143	0	151	71	23	40	81	31	174	20	76	109	0	31	0	42	44	83	60	35	39	37	0	60	80	133	149	0	0	179	71	0	40	10	26	0	144	0	15	56	71	48	49	17	25	17	7	24	39	0	16	33	6	46	481	37	41	3	24	26	54	30	19	0	113	0	0	0	0	119	23	42	53	16	7	24	36	39	0	49	22	24	10	33	29	0	75	13	0	0	0	21	13	0	13	0	0	8	0	6	16	0	12	54	0	14	38	19	14	10	0	20	28	31	15	78	0	25	0	0	0	21	15	29	4	11	0	8	0	38	0	28	0	0	4	97	0	0	0	5	17	0	0	21	31	10	0	23	14	6	0	21	0	9	12	0	6	18	3	55	0	0	0	12	9	17	13	0	10	0	0	0	9	4	0	0	0	0	0	0	12	0	13	11	24	10	3	3	9	0	0	12	0	0	0	11	6	25	10	0	7	21	0	6	8	5	0	9	7	0	11	0	6	0	0	5	0	0	13	0	2	0	0	0	0	0	0
Preg.Feces.PD.2256.week6.2	643	1105	177	96	186	389	377	126	122	715	11	0	43	0	2901	0	0	115	112	73	82	9	19	57	0	98	68	403	79	130	264	13	8	0	57	251	174	354	331	22	0	8	206	0	12	136	0	212	60	42	899	23	10	25	0	0	22	32	0	0	8	73	0	6	815	0	198	377	60	17	30	0	37	152	61	80	151	127	0	0	35	17	0	123	175	35	0	0	0	159	0	28	19	111	0	0	0	751	118	15	32	0	107	89	260	45	181	15	187	0	13	7	143	212	0	0	0	0	0	23	0	10	38	11	0	0	92	0	407	160	39	45	16	0	0	113	63	0	45	35	12	0	0	49	0	0	6	0	0	3	91	32	0	7	0	0	32	16	93	0	0	0	12	23	71	0	20	58	0	46	0	0	37	0	0	49	33	0	133	0	0	0	0	0	0	0	35	0	50	0	75	0	0	0	8	38	62	154	34	0	0	0	0	54	18	21	0	0	290	0	0	0	41	10	29	55	129	0	0	3	0	7	55	18	0	0	0	0	6	5	6	40	48	0	33	8	26	0	304	0	0	0	0	18	17	0	113	3	0	16	0	0	0	20	187	0	41	5	0	0	0	0	0	0	5	0	0	0	0	0	16	16	6	0	0	0	0	0	0	0	0	11	31	0	29	17	6	10	0	0	0	5	0	0	12	41	0	0	0	0	7	0	0	0	0	0	30	0	17	0	0	0	0	0	38	0	0	0	5	6	0	26	0	0	0	0	10	25	0	25	19	0	23	20	0	0	14	9	0	11	53	3	32	0	19	14	7	20	0	0	0	0	0	0	0	0	0	37	26	0	0	10	6	0	0	34	0	138	8	17	0	0	8	0	0	0	0	7	0	0	0	16	0	0	0	6	0	0	0	3	0	7	16	6	10	12	3	8	0	0
Preg.Feces.PD.2258.week6.2	1948	463	107	335	864	1653	1187	892	935	233	31	0	266	1030	573	54	0	269	909	273	46	0	87	633	0	484	62	26	505	576	999	0	727	46	93	95	626	152	21	315	71	43	105	0	54	404	0	413	143	41	73	160	200	59	0	271	102	26	13	0	68	406	66	58	145	180	140	26	0	144	147	0	89	47	240	25	192	43	0	0	192	87	57	189	185	50	0	97	201	236	0	30	18	120	41	0	25	59	102	0	112	34	230	464	67	163	116	43	73	78	90	0	41	96	26	54	31	0	91	111	0	46	51	157	26	0	0	0	62	110	41	20	40	0	178	50	18	0	24	8	93	30	65	17	0	0	102	0	18	100	30	49	228	0	197	3	0	57	39	0	0	0	67	68	45	20	60	118	0	42	131	0	27	100	110	58	26	5	110	45	0	36	38	0	126	0	62	0	0	117	41	0	54	0	17	0	59	0	0	0	0	0	31	18	29	51	64	30	29	0	0	0	38	22	0	29	105	0	169	50	17	40	0	43	21	13	0	0	0	28	0	21	52	36	65	0	0	0	0	17	62	0	0	7	16	17	0	18	17	9	0	0	0	0	41	10	24	0	0	8	0	16	26	0	25	25	0	0	0	307	0	32	7	8	78	9	16	0	0	0	0	34	16	0	21	30	16	23	0	0	0	7	63	0	0	37	0	0	4	74	0	41	0	9	0	0	0	16	0	11	14	43	0	0	27	0	0	5	19	8	21	12	59	8	26	13	7	20	0	0	9	6	0	10	0	0	6	4	41	0	27	7	11	0	0	5	0	9	19	0	0	84	0	8	0	0	8	19	13	9	7	14	0	0	0	0	0	150	0	10	0	4	0	0	7	6	0	5	0	0	0	5	0	0	5	0	0	37	4	6	0	0	0	0	8	8	8	13	0	9
Preg.Feces.PND.2105.week6.2	1055	1480	0	148	95	754	128	93	97	379	7	4	54	0	1364	84	31	668	86	768	11	373	20	131	0	105	305	17	83	30	406	0	179	0	0	241	48	496	608	54	0	7	188	75	47	0	0	10	12	0	276	0	138	11	0	0	41	213	18	0	0	181	0	137	394	56	250	1022	713	3	26	0	108	43	0	42	129	219	108	112	0	27	0	0	160	0	0	0	0	104	0	194	115	231	0	0	0	141	102	0	0	0	96	0	189	74	100	0	43	3	4	103	56	61	20	0	0	0	0	6	47	51	49	6	93	117	42	0	156	79	127	61	56	0	0	79	59	0	61	77	2	27	0	31	0	0	2	0	0	5	181	57	116	0	14	19	122	0	58	0	0	76	0	0	181	18	57	16	37	16	0	0	37	78	6	133	74	0	90	32	0	0	0	10	0	0	58	37	62	28	30	39	70	48	10	0	38	0	89	0	0	210	6	57	0	47	8	0	29	0	0	6	47	28	38	28	23	124	0	5	0	26	69	37	58	0	18	0	30	9	6	11	18	0	23	19	75	0	0	0	0	0	0	27	17	0	0	0	0	42	0	0	0	64	56	0	0	0	0	0	38	10	0	158	0	0	13	0	0	101	37	31	5	0	0	0	0	32	25	19	10	24	64	30	21	9	54	29	0	23	18	0	0	0	21	21	0	0	0	0	13	0	0	0	7	0	49	5	48	0	0	0	27	0	23	0	0	9	12	0	0	22	0	10	0	16	5	18	0	0	0	0	0	0	0	16	11	12	0	17	23	22	24	0	0	2	5	12	0	0	0	0	0	9	79	0	4	17	9	5	0	20	12	2	19	20	13	0	10	21	0	4	0	0	0	0	5	16	13	0	0	0	28	10	0	11	0	0	0	0	25	0	0	3	0	0	0	0	11	0
Preg.Feces.PND.2128.week6.2	859	365	64	349	320	504	1066	509	146	57	10	0	0	7	0	43	23	252	304	286	59	0	82	63	98	90	127	103	82	389	322	45	182	305	37	9	73	138	3	227	42	70	67	136	108	336	119	52	44	33	34	25	24	12	0	82	33	29	32	23	13	344	68	41	0	51	30	4	0	21	61	15	22	29	128	0	37	35	0	0	56	50	0	122	6	52	0	0	0	30	27	0	17	0	0	71	18	14	0	34	0	65	8	290	29	23	38	0	19	9	38	4	28	13	12	8	0	87	27	22	0	10	0	34	18	0	0	0	18	13	0	14	0	42	66	0	28	0	21	0	24	46	50	13	0	13	18	7	0	12	14	29	0	34	86	0	14	38	7	0	0	0	7	16	0	11	9	11	0	15	0	0	20	0	9	15	7	175	34	11	0	78	36	0	56	0	6	0	0	13	0	0	17	0	4	6	9	0	23	85	61	0	0	0	31	13	35	0	0	66	0	6	0	0	0	8	0	0	0	6	6	0	7	0	0	2	0	0	0	5	0	5	19	0	5	0	0	59	0	0	0	0	53	6	6	0	0	19	10	2	0	0	0	0	0	0	0	7	0	0	0	0	6	0	21	14	0	0	0	0	3	0	2	0	44	0	21	0	12	0	0	0	0	0	8	3	0	17	17	0	0	7	0	0	11	7	0	7	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	4	6	0	18	0	0	0	0	8	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	3	5	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0
