feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV160	timepoint	w6	-1.09129049758202	0.309838623838531	86	66	0.000702486869166481	0.00336209668900689
ASV145	timepoint	w6	-1.46431017672066	0.408646598889428	86	34	0.000722383451587756	0.00344392110640674
ASV233	timepoint	w3	1.32396795262511	0.374221260095175	86	45	0.000818558757904332	0.0038873639854144
ASV136	genotype	KO	-1.2645053779224	0.365775220028894	86	43	0.000868134459562938	0.00410694378947082
ASV122	timepoint	w6	-0.738396141434697	0.211559180710456	86	74	0.000955635127590112	0.00450356784266604
ASV115	timepoint	w6	0.978332792831602	0.280369808624928	86	70	0.00096192358193838	0.0045159007854359
ASV200	timepoint	w6	1.33115750925251	0.382332644597913	86	27	0.000980391249593106	0.00458509976045445
ASV302	timepoint	w3	1.02227800381356	0.299084099684141	86	25	0.000984512306733718	0.00458693233819119
ASV189	timepoint	w3	0.802480801280517	0.230806294393294	86	71	0.00100429281408103	0.0046614345710176
ASV504	timepoint	w3	0.625062895972201	0.183534463606286	86	4	0.0010242410979406	0.00473615244536443
ASV23	timepoint	w3	-0.977793459096822	0.283415507951339	86	81	0.00107728846600317	0.00496278956248651
ASV419	timepoint	w6	0.86496628033687	0.25074153605874	86	12	0.00108693400973272	0.00498854041780315
ASV190	timepoint	w6	-1.4329607516906	0.424225121179202	86	37	0.00111965882396528	0.00511962956683011
ASV416	genotype	KO	-0.78675735742443	0.216881675129984	86	18	0.00116624974005191	0.0053129154824587
ASV231	timepoint	w3	1.1483400929812	0.335726243910748	86	38	0.00118352746112571	0.00537172980510933
ASV407	timepoint	w6	0.823474318287372	0.241333787615393	86	15	0.00120914961434359	0.0054678456825096
ASV266	timepoint	w6	1.23524827787815	0.363403285334362	86	21	0.00125879424484054	0.00567149055367715
ASV51	timepoint	w3	0.873487770792304	0.258125597430345	86	82	0.00131294603393712	0.00589388183117757
ASV416	timepoint	w3	0.717586236093876	0.212675192574747	86	18	0.00135272821807015	0.00605038439355014
ASV100	timepoint	w3	1.14394222175974	0.338982491922282	86	66	0.00135778417268945	0.00605099468263774
ASV92	timepoint	w6	1.24015780111571	0.375356922045796	86	68	0.00141474926982133	0.00628209964577704
ASV126	timepoint	w3	-1.23890895373175	0.37673576534721	86	63	0.00148485486932591	0.00656968161608228
ASV128	timepoint	w3	1.57562593837803	0.480048737895446	86	48	0.00151451922312524	0.00667691270410052
ASV224	timepoint	w6	1.14949973059936	0.345840309106933	86	46	0.00158040676458996	0.00691779473468205
ASV393	timepoint	w6	0.852719469266337	0.26080035004679	86	13	0.00157535457700755	0.00691779473468205
ASV345	genotype	KO	-0.714796036991963	0.204461177863598	86	21	0.00163510838366425	0.00713185571598236
ASV90	timepoint	w6	0.904842539551023	0.274891633569961	86	77	0.00174058109119217	0.0075650697603052
ASV125	timepoint	w6	0.870380311356037	0.264722258532451	86	73	0.00176002819578564	0.0076226573268181
ASV97	genotype	KO	1.253370834591	0.357840701458615	86	52	0.00178497777517251	0.00770358829284979
ASV57	genotype	KO	0.770957245548511	0.222930484853744	86	78	0.00179888129023842	0.00773644750696942
ASV441	timepoint	w6	-0.714716229431468	0.219106601827594	86	16	0.00191162835933932	0.00819269296859708
ASV85	timepoint	w6	1.18024498215757	0.362406012672847	86	68	0.00192733080838643	0.00821771335207279
ASV113	timepoint	w6	-0.734329182130586	0.225495768911028	86	79	0.00193082858434881	0.00821771335207279
ASV115	timepoint	w3	0.920711906054703	0.283349016306551	86	70	0.00196872815679622	0.0083501228719288
ASV45	timepoint	w6	-1.45228175892132	0.447884571449747	86	71	0.00200822218866654	0.00848836182838433
ASV155	timepoint	w3	1.0944869845959	0.33787206275509	86	60	0.00202956786630577	0.00854920710806882
ASV210	timepoint	w6	-0.746708691828654	0.234817410050314	86	66	0.00207933858782404	0.00872896403762311
ASV188	genotype	KO	1.27725064011	0.375292990702222	86	33	0.00208736451358942	0.00873285153644554
ASV302	timepoint	w6	0.94056089649965	0.296415354549726	86	25	0.00212337803877964	0.00885340673796258
ASV37	timepoint	w3	-0.722377918706831	0.224299504465098	86	85	0.00213359379725228	0.00886594719804156
ASV185	timepoint	w6	-0.951741083437798	0.295729893144995	86	64	0.00215805071388179	0.00893738174435893
ASV227	timepoint	w6	-1.03105674651222	0.32233067047713	86	11	0.00229208289682938	0.00946061061443001
ASV191	timepoint	w6	1.22844726778949	0.39158193765903	86	56	0.00236984508020939	0.00974886103229949
ASV295	timepoint	w6	0.75668127665818	0.237642552067749	86	38	0.00238832832582415	0.009792146135879
ASV17	genotype	KO	1.7557641408852	0.527749970554421	86	50	0.00251739054890095	0.0102870112131169
ASV225	timepoint	w3	0.954556888343557	0.301695660114147	86	38	0.00252737066218537	0.0102935957433378
ASV131	timepoint	w3	0.986930098603592	0.31724601795861	86	74	0.00256591497516658	0.0104160904932505
ASV275	timepoint	w3	-1.02566198456919	0.326460068513625	86	26	0.00268280825109445	0.0108547833843624
ASV258	timepoint	w3	1.09945155352255	0.351710715219013	86	34	0.00280702907831578	0.0113201500535358
ASV186	timepoint	w3	-1.22008077389622	0.39145167420436	86	18	0.00290649629586463	0.011607111830888
ASV320	timepoint	w3	0.820252731002304	0.267098487536388	86	28	0.00289405701499105	0.011607111830888
ASV428	timepoint	w6	0.689371720150186	0.221226322873335	86	12	0.00289943963462155	0.011607111830888
ASV299	genotype	KO	-1.01301783423659	0.309071082024651	86	19	0.00295140495267539	0.011748310976669
ASV303	timepoint	w3	0.928881389675142	0.303747354368626	86	44	0.00300809045118417	0.011935326628892
ASV293	timepoint	w3	1.0142672956331	0.332287968638503	86	31	0.00305976637798332	0.0121013268325385
ASV94	timepoint	w3	1.03392644029378	0.335233258701524	86	72	0.00316861363299695	0.0124916498993149
ASV509	timepoint	w3	0.508986450291344	0.16511376152688	86	1	0.00318710373917794	0.0125244012753638
ASV8	timepoint	w6	-0.642600226039373	0.208543951959913	86	86	0.00321139373298688	0.0125796633489613
ASV16	timepoint	w6	-0.917212084127176	0.29798834376435	86	70	0.00324484136315216	0.01263023695151
ASV289	timepoint	w3	1.06103702739466	0.343943296712827	86	22	0.00323684476155475	0.01263023695151
ASV42	timepoint	w3	-0.99650264987262	0.32459813069863	86	74	0.00331753257469683	0.0128724450059214
ASV313	timepoint	w3	0.88819365401305	0.289765539409275	86	35	0.00334072850648584	0.0129216857326339
ASV100	timepoint	w6	1.02810436163707	0.335298862497455	86	66	0.00336256381295479	0.0129653714418006
ASV341	timepoint	w3	-1.10106598013706	0.36034785324113	86	20	0.00345592987670265	0.0132837304635758
ASV193	timepoint	w6	1.05705176731113	0.347861659386246	86	51	0.00363436838686002	0.0138828357634715
ASV260	timepoint	w6	-0.84671154603172	0.282667501001757	86	51	0.00362341368742674	0.0138828357634715
ASV94	timepoint	w6	1.00771822190951	0.332103538808105	86	72	0.00366804885515255	0.0139681117394354
ASV158	timepoint	w6	-1.20152449364147	0.39765932984858	86	42	0.00380163431655774	0.0144055766257331
ASV220	timepoint	w3	0.894804508265618	0.296336909802369	86	59	0.00380635154744979	0.0144055766257331
ASV57	timepoint	w6	-0.772959628148509	0.256132222220804	86	78	0.0038406918812124	0.0144840373124753
ASV442	timepoint	w6	-0.579665286128796	0.192062140912623	86	9	0.00385063430990196	0.0144840373124753
ASV135	timepoint	w6	0.998256895360018	0.331918198815572	86	60	0.00396065638579203	0.0148524614467201
ASV4	timepoint	w3	1.05888868005987	0.352495792460009	86	82	0.0039878897824067	0.0148639528253341
ASV190	timepoint	w3	-1.26854161649818	0.428044588391902	86	37	0.00397931015271773	0.0148639528253341
ASV149	timepoint	w3	-0.688819459982266	0.22979289756516	86	73	0.0040633204742732	0.0150538680221567
ASV270	timepoint	w3	-1.06822543299344	0.356417020177654	86	29	0.00405544368012091	0.0150538680221567
ASV33	timepoint	w6	-0.740774414441593	0.247800387667881	86	83	0.00416383462184377	0.0153799296842878
ASV293	timepoint	w6	0.969161786988835	0.329322943414945	86	31	0.00422735956358658	0.0155678211473398
ASV68	timepoint	w3	0.941293782318601	0.316451029876186	86	71	0.00432606360626779	0.0158837559274907
ASV21	genotype	KO	1.55985830072459	0.502723332348174	86	59	0.00442226841297871	0.0161886611546542
ASV24	timepoint	w6	-0.506199709632083	0.170779928779963	86	86	0.00446920971704541	0.0162754278191982
ASV293	genotype	KO	-0.791644041477889	0.270783541980993	86	31	0.00447243463649513	0.0162754278191982
ASV186	timepoint	w6	-1.14315653713966	0.387131920409553	86	18	0.00463634996438008	0.016811529528119
ASV207	timepoint	w6	1.15795404800048	0.392467527978443	86	43	0.00464708946305729	0.016811529528119
ASV54	genotype	KO	0.583680594611886	0.190624436487981	86	80	0.00491273498481837	0.0177204223792569
ASV7	genotype	KO	0.768007018980784	0.265961621591696	86	81	0.0049614350220379	0.0178437575353995
ASV138	timepoint	w6	1.08135045376877	0.369750145673182	86	67	0.00499019786968645	0.0178948786580593
ASV56	timepoint	w6	-1.33390729345019	0.456427132092148	86	60	0.00502487708181529	0.0179668570076535
ASV325	timepoint	w6	1.06353216322353	0.364270480840975	86	24	0.00506499256791051	0.0180577995899418
ASV491	timepoint	w6	-0.527954146596834	0.181369127151096	86	5	0.00517940721968566	0.0184123435844317
ASV397	genotype	KO	0.520191074514348	0.171161722237593	86	17	0.0052500815276003	0.0186097990747792
ASV206	timepoint	w6	-1.03558328342305	0.35819655387888	86	13	0.00548566947641473	0.0193890041838797
ASV143	genotype	KO	0.600382966242015	0.1992473399139	86	75	0.00552136408793392	0.0194040607044812
ASV460	timepoint	w3	-0.641609946327622	0.222142473672466	86	9	0.00552148068826701	0.0194040607044812
ASV10	timepoint	w3	0.52546962748853	0.182785339851701	86	86	0.00575560346410945	0.0201692087203835
ASV235	timepoint	w6	1.19312741086472	0.422742959942826	86	19	0.0059802227557619	0.0208968011067816
ASV309	timepoint	w3	0.999675944946952	0.350666258693297	86	16	0.00610306201131372	0.0212656268382886
ASV166	timepoint	w3	-1.06220639269279	0.37363905542338	86	58	0.00624491976205716	0.0216692990690232
ASV396	timepoint	w6	0.688548183451017	0.242151907033356	86	15	0.00625544129820122	0.0216692990690232
ASV416	timepoint	w6	0.598271641469237	0.210525986540524	86	18	0.00627176460859534	0.0216692990690232
ASV70	genotype	KO	0.667950548139666	0.226340754675242	86	76	0.00645684656635161	0.0221563906427865
ASV86	genotype	KO	1.28467480543681	0.435332160769944	86	57	0.00646678393557751	0.0221563906427865
ASV367	timepoint	w3	0.649667596070941	0.229620399196154	86	17	0.00646592856185971	0.0221563906427865
ASV305	genotype	KO	-0.923386517883945	0.313396220274047	86	20	0.00664291516662504	0.0226966268193022
ASV261	timepoint	w6	0.698635952739187	0.251470647875374	86	40	0.00677399012773953	0.0230803541748466
ASV134	timepoint	w3	0.756563808867421	0.269375515183944	86	75	0.0068590094079861	0.0233054739553119
ASV449	timepoint	w6	0.57717994832756	0.206445530631678	86	8	0.00709857281934994	0.0240530153382932
ASV99	timepoint	w3	0.801180621413527	0.287005029934418	86	76	0.0071586528408193	0.024057767743737
ASV165	timepoint	w3	-0.895146967965647	0.320436217732836	86	59	0.00713239138964221	0.024057767743737
ASV369	timepoint	w6	-0.642591534309932	0.22948025087024	86	15	0.00714963232226197	0.024057767743737
ASV476	timepoint	w6	0.523342549121147	0.187787256470252	86	9	0.0072762327894054	0.0243862842805685
ASV165	timepoint	w6	-0.875703546218586	0.317075430352745	86	59	0.00778758651413878	0.0260291614467138
ASV217	timepoint	w6	-1.08743938909541	0.395496068901704	86	23	0.00804773726216667	0.0268257908738889
ASV429	timepoint	w3	0.644436118184898	0.23548627100546	86	10	0.00830455221422632	0.027607024928374
ASV240	timepoint	w6	0.803119098577428	0.293690750431319	86	36	0.00839581338632758	0.0278351764560187
ASV78	timepoint	w3	0.587874344740464	0.215372495859403	86	82	0.00847426120163827	0.0280197346183201
ASV230	timepoint	w3	0.935703553290827	0.343124962852938	86	51	0.00851797648665773	0.0280887696476917
ASV83	genotype	KO	1.05221324762747	0.371366991956569	86	30	0.00855886601883262	0.0281481422544495
ASV36	timepoint	w3	1.11139530682958	0.408610685694289	86	78	0.00867363702944945	0.0284495294565942
ASV103	timepoint	w6	-0.89184930578685	0.328413823578298	86	61	0.00881418694171037	0.028757161640063
ASV177	genotype	KO	1.03778260635028	0.36766468856191	86	58	0.00880865219153635	0.028757161640063
ASV196	timepoint	w6	1.02662191878809	0.383313334760779	86	54	0.00893826136576593	0.0290848187298733
ASV158	timepoint	w3	-1.08214189781751	0.401593520422224	86	42	0.00928505925629556	0.0301335696180568
ASV30	genotype	KO	0.595810149915349	0.223888285552056	86	83	0.00936599326163824	0.0303162413468817
ASV290	genotype	KO	-0.889114300881308	0.317794676104517	86	19	0.00949082189478989	0.0306396612351485
ASV365	timepoint	w6	-0.714552875933524	0.266152210464768	86	12	0.0095865600367878	0.0308677194901806
ASV195	genotype	KO	-0.835799994024424	0.300997116246497	86	45	0.00980067761676723	0.0314092145548033
ASV493	timepoint	w3	0.417673934095253	0.157949838372992	86	1	0.00980580356832884	0.0314092145548033
ASV156	genotype	KO	0.600143378534561	0.227453637866365	86	60	0.0099618905819495	0.0318262997812932
ASV140	genotype	KO	1.21268143728886	0.438223001583628	86	17	0.0100304973603311	0.0319624656818842
ASV19	timepoint	w6	-0.849092050151947	0.319120207438124	86	77	0.010197240291023	0.0324098334830963
ASV302	genotype	KO	-0.640377554793581	0.243725501692101	86	25	0.0102654652887494	0.0324589262343491
ASV315	timepoint	w3	0.875056073188758	0.329223888920915	86	18	0.010244386434235	0.0324589262343491
ASV372	timepoint	w6	0.731312868036873	0.276074029960403	86	22	0.0104990791324118	0.0331124803406835
ASV215	timepoint	w3	-0.821169108643506	0.31050527856737	86	21	0.0106220699159459	0.0334146956435126
ASV133	timepoint	w6	1.18583479797341	0.448961165079064	86	49	0.0107246402434302	0.0336512946413755
ASV208	timepoint	w6	-0.92653687709813	0.351595082858197	86	47	0.0108913635602692	0.0340874737382473
ASV147	genotype	KO	1.37203030477427	0.502819735237822	86	24	0.010986026316013	0.034296478093137
ASV428	genotype	KO	-0.51001174230734	0.187199132908674	86	12	0.0110904473139967	0.0345348106233314
ASV198	timepoint	w3	0.898833798405092	0.346195875683643	86	55	0.0111643116766935	0.0346770286927602
ASV304	timepoint	w3	0.701939500927104	0.267602616760706	86	27	0.0112693555072652	0.0349151316723832
ASV17	timepoint	w3	-1.53626878136306	0.586496762109812	86	50	0.0113121670719625	0.0349597123078237
ASV25	genotype	KO	1.40940109411232	0.520088054755428	86	52	0.0114850908040199	0.0354051671402118
ASV362	genotype	KO	0.495198766866311	0.191689164934455	86	27	0.011559367370997	0.0355450546658158
ASV137	timepoint	w3	-1.00272356710011	0.384770653179706	86	59	0.0117220310069454	0.0359553569539722
ASV383	timepoint	w3	0.612523358167234	0.237696170426737	86	18	0.0117596672929878	0.035981071568097
ASV75	timepoint	w6	-1.00179516062239	0.389097424552391	86	66	0.0118306458251435	0.036019045457739
ASV354	timepoint	w6	0.661148209599142	0.253754472617288	86	28	0.0118247419818787	0.036019045457739
ASV113	genotype	KO	0.543939480422396	0.202509762951137	86	79	0.012205296680976	0.0370679380681493
ASV13	timepoint	w6	-0.770609273329928	0.298537171525563	86	82	0.0125175455639225	0.0378294374536232
ASV266	timepoint	w3	0.947047444538985	0.366908469481275	86	21	0.0124925756934671	0.0378294374536232
ASV201	timepoint	w6	1.1709615410578	0.459943388776705	86	48	0.0127719856531648	0.0385037802779232
ASV286	timepoint	w6	-0.750262916901937	0.293174977920874	86	49	0.0132716593891194	0.0399123253022416
ASV221	timepoint	w3	0.911741711437287	0.358063256858154	86	45	0.0136609576382936	0.0409828729148809
ASV274	timepoint	w6	1.0187510506505	0.399987843485543	86	39	0.0137433971437374	0.0411298746637398
ASV199	timepoint	w6	0.805732899404681	0.31712899148483	86	58	0.0139073322238513	0.041519462707129
ASV64	timepoint	w3	0.534379368391645	0.211195035699398	86	84	0.0142363775042896	0.0423988966834774
ASV269	timepoint	w6	0.74866127310183	0.297327847493699	86	36	0.0147252267725838	0.0437488621504301
ASV22	timepoint	w6	-1.11912979256272	0.445588828063732	86	75	0.0149606307888195	0.0443411466752963
ASV256	genotype	KO	-0.60915132462707	0.246413902200425	86	54	0.0155020556425292	0.0457254878664531
ASV299	timepoint	w6	0.858272925228353	0.343417849087027	86	19	0.0155005379634737	0.0457254878664531
ASV234	genotype	KO	0.690532938176387	0.268196223139441	86	41	0.0157675400011567	0.0463973067019683
ASV107	timepoint	w3	-0.629726427050064	0.255878979011244	86	79	0.0169692467212328	0.0498142564847645
