feature	ASV1	ASV2	ASV3	ASV4	ASV5	ASV6	ASV7	ASV8	ASV9	ASV10	ASV11	ASV12	ASV13	ASV14	ASV15	ASV16	ASV17	ASV18	ASV19	ASV20	ASV21	ASV22	ASV23	ASV24	ASV25	ASV26	ASV27	ASV28	ASV29	ASV30	ASV31	ASV32	ASV33	ASV34	ASV35	ASV36	ASV37	ASV38	ASV39	ASV40	ASV41	ASV42	ASV43	ASV44	ASV45	ASV46	ASV47	ASV48	ASV49	ASV50	ASV51	ASV52	ASV53	ASV54	ASV55	ASV56	ASV57	ASV58	ASV59	ASV60	ASV61	ASV62	ASV63	ASV64	ASV65	ASV66	ASV67	ASV68	ASV69	ASV70	ASV71	ASV72	ASV73	ASV74	ASV75	ASV76	ASV77	ASV78	ASV79	ASV80	ASV81	ASV82	ASV83	ASV84	ASV85	ASV86	ASV87	ASV88	ASV89	ASV90	ASV91	ASV92	ASV93	ASV94	ASV95	ASV96	ASV97	ASV98	ASV99	ASV100	ASV101	ASV102	ASV103	ASV104	ASV105	ASV106	ASV107	ASV108	ASV109	ASV110	ASV112	ASV113	ASV114	ASV115	ASV116	ASV117	ASV118	ASV119	ASV120	ASV121	ASV122	ASV123	ASV124	ASV125	ASV126	ASV127	ASV128	ASV129	ASV130	ASV131	ASV132	ASV133	ASV134	ASV135	ASV136	ASV137	ASV138	ASV139	ASV140	ASV141	ASV142	ASV143	ASV144	ASV145	ASV146	ASV147	ASV148	ASV149	ASV150	ASV151	ASV152	ASV153	ASV154	ASV155	ASV156	ASV157	ASV158	ASV159	ASV160	ASV161	ASV162	ASV163	ASV164	ASV165	ASV166	ASV167	ASV168	ASV169	ASV170	ASV171	ASV172	ASV174	ASV175	ASV176	ASV177	ASV178	ASV179	ASV180	ASV181	ASV182	ASV183	ASV184	ASV185	ASV186	ASV187	ASV188	ASV189	ASV190	ASV191	ASV192	ASV193	ASV194	ASV195	ASV196	ASV197	ASV198	ASV199	ASV200	ASV201	ASV202	ASV203	ASV204	ASV205	ASV206	ASV207	ASV208	ASV209	ASV210	ASV211	ASV215	ASV216	ASV217	ASV218	ASV219	ASV220	ASV221	ASV222	ASV223	ASV224	ASV225	ASV226	ASV227	ASV228	ASV229	ASV230	ASV231	ASV232	ASV233	ASV234	ASV237	ASV238	ASV239	ASV240	ASV241	ASV242	ASV243	ASV244	ASV247	ASV249	ASV250	ASV251	ASV254	ASV256	ASV257	ASV258	ASV259	ASV260	ASV261	ASV262	ASV263	ASV264	ASV265	ASV267	ASV268	ASV269	ASV270	ASV272	ASV273	ASV274	ASV275	ASV276	ASV278	ASV279	ASV280	ASV281	ASV283	ASV284	ASV285	ASV286	ASV287	ASV288	ASV290	ASV292	ASV293	ASV294	ASV295	ASV298	ASV300	ASV301	ASV302	ASV303	ASV304	ASV306	ASV307	ASV308	ASV310	ASV312	ASV313	ASV316	ASV317	ASV318	ASV319	ASV320	ASV321	ASV322	ASV324	ASV325	ASV328	ASV330	ASV333	ASV335	ASV337	ASV338	ASV339	ASV341	ASV342	ASV345	ASV346	ASV347	ASV348	ASV351	ASV353	ASV354	ASV355	ASV356	ASV357	ASV358	ASV360	ASV361	ASV362	ASV364	ASV365	ASV367	ASV368	ASV369	ASV371	ASV372	ASV375	ASV377	ASV379	ASV381	ASV383	ASV384	ASV385	ASV386	ASV387	ASV390	ASV391	ASV396	ASV397	ASV399	ASV400	ASV404	ASV407	ASV408	ASV409	ASV412	ASV414	ASV415	ASV416	ASV428	ASV430	ASV433	ASV438	ASV440	ASV441	ASV442	ASV443	ASV445	ASV447	ASV449	ASV455	ASV457	ASV460	ASV461	ASV463	ASV474	ASV475	ASV480	ASV483	ASV491	ASV494	ASV496	ASV498	ASV501	ASV503	ASV521	ASV538	ASV549	ASV553	ASV604	ASV630	ASV649
Preg.Feces.PD.2202.week0	1974	193	1937	465	1610	977	1166	1563	739	234	348	1504	257	43	11	1341	197	941	585	677	1001	141	712	594	861	475	161	636	362	490	980	311	370	564	272	24	314	59	48	313	604	41	107	407	222	396	395	4	506	384	54	31	53	282	75	210	123	61	328	144	251	83	59	31	0	137	62	16	0	291	302	114	24	92	165	56	41	13	37	45	39	86	54	104	104	92	266	203	0	88	178	36	125	64	46	185	167	72	11	32	270	104	89	40	0	54	64	67	45	21	126	83	66	75	19	16	107	35	181	65	42	36	68	33	30	53	0	20	147	21	26	62	25	33	40	64	13	34	0	0	20	64	72	85	31	6	32	77	89	0	30	36	57	67	153	136	85	22	71	0	62	37	0	60	77	16	6	51	23	25	82	153	24	0	44	42	18	141	31	31	32	29	53	0	80	12	25	31	22	19	83	22	0	11	26	8	10	6	26	17	0	0	38	30	0	64	0	57	32	0	14	114	45	0	14	0	25	4	0	18	0	0	31	0	9	0	0	0	44	31	31	0	5	15	39	10	0	36	15	5	90	0	31	29	7	11	21	13	35	0	10	26	0	19	0	28	0	0	9	111	0	38	0	15	0	0	0	10	38	67	85	0	0	10	19	10	0	0	5	0	0	56	55	8	0	0	0	0	18	0	69	13	4	15	7	9	0	0	41	0	0	31	0	33	15	20	5	18	19	14	3	8	8	0	8	0	0	0	0	7	0	9	0	0	20	0	0	0	13	0	14	0	0	0	0	6	0	4	0	8	7	5	9	0	9	0	3	0	0	3	0	23	0	0	9	0	11	11	0	5	0	6	58	10	18	9	5	0	0	17	10	0	5	5	9	0	0	0	0	0	0	5	0
Preg.Feces.PD.2209.week0	801	59	2099	224	873	549	505	815	455	80	319	0	91	227	0	738	274	302	681	589	1097	46	474	416	1040	318	468	726	260	282	221	209	131	73	85	7	272	17	9	251	312	42	43	674	74	184	646	2	177	253	21	0	220	183	0	232	88	17	209	123	99	155	80	29	0	127	17	11	0	257	115	86	11	146	110	34	18	26	12	0	53	123	0	103	5	59	337	45	45	37	152	21	21	26	22	30	122	0	0	0	258	68	110	13	19	0	23	27	0	18	29	67	32	6	14	24	34	0	37	0	53	0	49	20	55	18	15	11	54	7	0	0	0	10	12	46	0	11	0	14	8	73	52	82	16	0	28	50	73	8	6	16	50	21	25	0	64	0	51	0	0	0	13	67	0	0	0	19	16	0	20	20	8	0	64	8	15	9	7	11	14	0	40	89	0	10	4	177	12	3	0	10	0	7	0	0	0	0	17	0	0	0	0	0	0	13	0	22	0	0	0	135	30	0	11	0	12	0	8	8	42	0	52	0	24	0	0	0	54	4	7	0	0	15	0	8	0	0	0	120	61	3	7	0	0	0	4	2	0	0	0	0	0	14	10	0	16	0	0	0	0	17	0	0	0	2	0	11	32	0	0	0	0	0	9	0	11	0	3	0	7	0	8	0	22	0	3	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	6	12	0	21	0	6	7	0	0	0	0	56	0	0	0	0	0	16	6	5	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	0	6	10	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	35	8	22	5	7	0	0	12	0	0	0	0	0	2	0	0	0	2	0	0	0
Preg.Feces.PD.2211.week0	470	118	2391	177	807	379	866	663	554	181	479	0	20	279	0	817	260	207	433	408	1309	114	498	282	1197	385	371	282	366	523	158	264	171	336	89	3	233	37	8	331	360	26	76	766	45	262	765	5	222	279	16	0	212	198	0	155	194	15	238	128	179	57	47	28	0	113	37	12	10	267	82	115	14	35	191	32	16	15	35	0	116	92	0	87	24	104	124	45	67	64	139	24	53	39	0	118	139	0	14	0	100	62	176	28	10	0	47	63	0	15	26	102	95	11	24	13	27	0	112	0	51	0	28	35	33	30	28	0	81	12	20	0	0	0	16	36	10	24	0	12	11	74	108	110	12	0	14	86	67	16	19	0	68	24	35	0	76	0	50	5	0	15	36	21	33	15	4	18	28	19	21	34	6	28	25	28	0	0	0	25	23	0	51	124	0	0	5	71	0	0	21	6	0	9	11	9	11	0	0	0	0	0	0	0	0	0	0	23	0	0	0	64	25	0	8	8	12	0	7	17	64	52	65	0	27	8	0	18	28	10	4	0	7	8	0	13	5	0	0	24	69	12	11	20	4	7	13	12	3	0	0	0	0	21	5	0	10	0	0	17	0	8	44	0	0	0	11	9	16	0	0	25	0	0	13	8	0	0	0	0	0	0	0	0	40	0	0	0	2	10	0	6	0	0	0	0	7	0	0	0	0	0	6	8	51	4	2	9	0	0	0	0	0	31	0	0	0	17	0	3	7	9	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	5	0	0	7	0	8	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0
Preg.Feces.PD.2217.week0	478	29	2767	406	1065	198	483	798	492	23	213	0	77	98	0	789	379	276	137	261	1541	33	468	382	1317	325	195	201	312	393	180	241	197	47	138	7	172	0	0	502	351	51	0	1134	144	173	1041	0	508	157	0	25	78	180	0	39	224	0	309	121	153	31	110	5	0	118	14	0	13	177	92	107	8	48	124	36	0	0	9	0	232	136	0	20	3	120	188	13	0	0	70	0	24	35	37	0	80	53	10	8	144	109	268	8	0	0	13	18	0	0	25	71	13	0	0	17	23	0	0	0	19	0	38	6	98	6	0	0	87	5	0	0	5	0	5	15	5	0	0	0	0	77	116	153	0	0	23	40	111	0	2	0	14	8	30	0	93	0	84	0	0	17	0	0	0	0	2	2	0	7	0	32	0	0	51	5	0	13	0	5	0	0	57	170	0	9	0	297	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	353	0	0	0	28	0	0	0	99	64	0	0	0	0	0	11	0	23	259	92	4	22	0	0	0	51	0	0	0	0	0	0	0	3	0	0	73	89	7	0	0	0	25	0	9	0	0	0	0	0	28	2	28	0	0	5	13	0	8	0	0	0	0	0	18	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	32	4	0	20	68	0	0	0	0	2	0	0	0	56	0	0	0	0	0	6	9	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	4	0	0	10	0	0	0	3	0	35	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Preg.Feces.PD.2222.week0	710	45	2225	55	925	409	157	625	462	281	362	4	531	285	0	756	7	351	687	404	1048	273	760	323	1103	397	185	161	329	224	184	451	330	137	639	30	212	20	55	264	553	129	46	460	15	62	458	0	177	582	15	0	50	206	53	237	119	36	165	136	236	124	0	18	0	62	42	36	29	96	147	133	16	132	76	136	26	20	69	64	0	99	120	36	111	41	145	87	44	30	313	169	16	37	0	33	282	0	10	0	80	0	59	30	0	10	27	18	22	12	96	101	53	21	24	25	91	0	0	181	62	0	79	18	91	30	80	7	112	0	18	95	0	0	52	68	16	32	0	24	28	55	24	51	16	0	54	73	67	0	13	28	0	34	133	47	55	68	36	10	0	120	0	17	35	0	0	13	20	25	38	90	12	0	16	28	15	39	15	29	13	0	39	0	67	19	20	9	22	52	11	0	0	0	19	11	13	0	61	0	0	0	0	50	12	38	0	29	0	0	0	0	50	0	11	11	11	69	0	45	0	0	25	10	18	0	0	0	28	14	7	3	3	18	0	30	0	0	0	13	47	8	8	0	0	13	15	4	13	0	5	0	15	16	0	31	0	11	0	0	0	5	18	0	16	0	18	0	17	26	0	12	0	0	0	6	0	9	6	0	0	17	21	0	0	0	0	0	0	0	39	0	9	0	8	0	0	0	22	21	10	9	0	9	0	7	0	0	12	6	0	7	0	8	0	2	0	9	7	7	0	12	0	0	5	0	0	68	5	0	0	0	0	0	0	0	37	0	0	8	0	0	5	0	7	0	0	0	0	0	0	17	0	0	7	10	0	6	9	0	0	0	0	0	11	0	0	0	3	7	5	11	0	0	0	0	5	0	0	0	0	5	0
Preg.Feces.PD.2229.week0	2238	112	2165	196	440	997	172	575	314	401	656	0	145	186	28	533	86	480	233	769	1122	55	547	534	1072	232	504	151	172	245	445	261	614	622	451	63	270	29	35	299	364	59	126	272	92	58	276	54	175	299	40	14	416	106	116	82	308	48	126	46	123	145	0	110	9	116	99	26	49	146	133	52	67	272	77	103	49	20	17	0	87	120	35	132	73	43	58	42	0	63	143	20	34	63	0	191	135	0	54	32	41	63	67	39	6	11	109	161	72	62	83	73	155	55	68	15	82	0	178	36	72	18	62	38	96	19	31	28	61	15	38	0	24	34	27	38	15	39	0	0	23	79	40	80	28	0	31	98	125	17	81	25	35	35	84	40	121	0	65	23	0	135	26	22	61	25	15	27	50	66	48	48	18	0	10	34	33	68	44	49	70	61	49	0	85	0	15	0	7	46	18	6	0	0	19	35	34	52	49	59	0	0	92	177	20	99	32	36	47	0	42	0	71	17	31	20	26	60	27	16	0	142	22	0	19	0	6	0	9	17	19	7	18	13	27	14	14	23	0	277	35	12	23	0	5	11	29	4	32	0	0	0	0	38	18	0	34	17	0	13	0	44	0	8	0	0	13	17	42	14	75	0	8	19	11	7	0	0	11	6	13	28	26	0	51	35	0	0	0	6	0	21	6	0	5	14	21	0	26	0	0	0	0	13	0	0	5	25	11	4	0	10	0	34	0	4	3	23	9	12	24	56	4	0	12	0	0	25	17	35	0	3	2	12	0	0	51	4	10	13	0	11	13	0	4	0	0	0	30	0	0	0	10	0	15	0	7	0	0	0	0	4	0	7	3	6	11	0	0	0	6	0	12	7	0	0	0	0	4	0	0	5	0
Preg.Feces.PD.2230.week0	220	23	8	470	621	545	719	986	925	156	1029	0	138	117	18	840	147	522	0	0	0	60	929	427	0	710	3	773	613	424	233	1084	338	175	909	8	386	0	21	344	374	517	114	680	211	272	600	7	211	278	23	21	49	373	11	0	202	23	252	579	428	38	87	15	0	104	27	5	0	226	203	491	14	44	145	0	0	13	14	0	0	63	0	32	50	235	175	0	0	37	166	8	101	24	28	47	152	74	13	0	128	85	114	17	2	12	19	0	27	16	126	154	15	38	7	16	109	0	38	0	80	0	54	11	12	16	18	9	184	0	0	0	10	0	44	92	10	19	0	13	7	44	112	67	5	0	43	93	0	11	16	21	0	18	68	0	27	0	98	5	0	19	0	18	0	0	4	26	0	9	21	135	0	0	36	0	12	23	3	7	18	0	84	0	0	34	14	0	9	8	14	12	0	0	6	6	6	25	0	9	0	0	16	0	12	21	0	21	0	0	40	71	0	21	7	0	9	0	0	21	0	0	6	0	33	0	0	0	15	12	11	12	0	0	18	10	7	36	14	0	69	0	9	0	0	80	11	10	10	0	0	0	0	8	0	11	0	0	0	41	0	12	0	6	0	0	0	8	13	0	22	0	0	0	8	0	18	11	0	0	0	14	0	0	0	0	0	0	0	0	0	9	4	3	13	2	0	0	0	0	0	0	0	22	0	0	8	0	0	3	0	4	0	32	0	0	0	13	0	0	0	0	0	0	8	0	0	48	0	0	0	0	0	0	17	0	0	7	0	7	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	37	0	10	0	0	0	0	0	0	0	0	0	0	4	0	3	0	5	0	0
Preg.Feces.PD.2238.week0	406	130	1720	332	665	346	632	666	574	172	161	5	159	149	221	612	93	501	654	291	876	563	383	254	778	292	203	281	305	387	179	134	51	0	296	99	208	36	58	192	306	155	131	143	125	213	129	81	70	311	34	0	62	99	21	199	91	63	128	65	65	61	0	54	74	89	58	25	93	103	138	53	13	50	132	80	33	36	126	140	39	78	0	0	114	82	98	66	35	48	153	68	15	85	40	0	139	0	21	26	68	68	89	22	0	19	47	34	0	38	26	77	56	31	25	16	27	35	0	0	28	15	39	36	67	28	48	14	28	14	52	50	11	19	0	0	21	24	34	0	12	38	52	48	22	0	47	47	42	34	10	0	16	25	18	43	47	41	25	14	0	0	0	55	30	40	0	24	16	10	28	26	10	47	25	14	32	0	0	15	0	0	25	0	0	3	13	15	0	9	0	11	0	17	16	12	0	0	0	0	0	49	26	0	28	0	14	22	0	0	0	0	6	12	12	0	14	0	20	6	0	21	38	26	0	0	8	0	6	8	9	0	0	7	0	22	0	41	10	0	0	10	0	16	7	25	12	11	0	0	0	21	0	13	6	0	0	9	0	13	36	5	0	0	0	6	13	10	0	18	0	0	0	30	0	13	0	11	7	0	7	29	19	0	14	0	0	0	0	4	0	0	5	16	5	4	7	0	0	0	0	40	7	0	0	0	6	0	23	0	0	3	0	0	13	0	0	0	0	3	0	12	3	0	0	0	14	0	4	0	0	0	2	0	0	4	0	4	0	5	0	0	7	0	0	0	10	0	0	3	3	8	0	0	0	0	0	0	4	0	4	4	0	8	0	0	0	7	0	0	0	0	0	5	0	0	0	25	0	0	0	0	0
Preg.Feces.PD.2239.week0	480	120	1004	370	1542	558	285	341	800	145	557	0	292	180	3	433	912	13	772	212	612	49	268	226	480	424	368	13	407	810	0	94	605	0	162	25	227	26	25	360	193	65	0	1077	84	95	953	32	433	540	24	0	91	176	0	249	153	30	138	52	65	266	0	20	0	245	32	8	45	120	92	35	5	57	288	12	17	42	0	0	469	225	62	31	165	72	190	48	0	18	281	24	13	66	13	5	255	0	24	17	160	164	97	22	0	21	8	67	19	0	16	69	10	15	13	19	0	32	0	0	42	0	132	13	113	21	0	18	27	16	21	32	34	0	0	0	19	19	255	0	0	51	49	131	5	43	73	35	126	0	0	0	0	0	61	0	125	23	94	8	0	14	0	9	25	0	0	11	24	20	28	0	9	0	87	0	15	0	6	5	0	0	76	0	0	8	20	124	18	11	0	12	0	11	11	0	20	0	8	0	0	0	14	345	17	0	0	44	0	0	0	93	42	12	9	0	0	0	23	4	0	283	72	0	15	0	0	0	60	12	7	4	0	8	0	16	0	0	0	0	43	9	0	0	8	34	7	6	0	0	0	27	0	66	0	52	0	0	0	28	0	46	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	4	0	0	5	0	35	0	0	0	0	2	0	0	0	0	3	4	4	0	0	6	0	0	104	0	9	0	42	15	2	3	15	0	0	0	0	44	0	0	0	0	0	10	0	47	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	0	0	15	0	0	0	3	11	63	0	0	0	0	16	0	0	0	0	4	0	0	4	39	13	0	4	0	6	0	12	10	0	0	0	0	5	0	20	0	0	0	0	0
Preg.Feces.PD.2251.week0	295	109	189	135	392	222	382	307	412	380	185	537	47	253	6	575	192	210	364	202	101	46	286	207	120	387	122	147	265	106	177	198	128	0	153	9	147	30	33	175	79	373	64	222	52	140	221	0	63	51	20	0	49	149	36	154	61	32	95	95	24	13	22	13	0	61	30	19	0	56	35	82	15	40	39	20	38	18	15	0	20	35	0	18	31	31	85	24	48	51	0	30	68	22	0	0	0	0	10	0	74	0	47	21	0	8	36	31	0	20	59	26	19	20	14	9	59	0	0	19	27	0	34	21	0	30	0	0	0	10	15	35	0	16	0	41	20	25	0	0	8	23	26	0	6	0	24	33	59	38	6	10	0	5	15	36	0	0	34	9	0	0	18	27	10	0	0	37	17	20	18	0	8	61	25	29	23	0	0	14	0	0	29	56	11	0	0	23	0	11	24	6	0	7	5	0	12	0	0	0	0	0	17	0	6	18	0	16	0	0	18	41	17	13	0	0	8	6	0	13	0	0	25	0	0	0	7	0	9	10	20	0	10	4	0	0	8	0	0	0	0	0	16	19	0	7	13	16	5	15	0	0	0	11	3	0	0	27	0	29	0	12	0	6	0	4	0	4	18	17	37	0	5	0	9	4	0	0	4	4	0	13	9	3	0	0	0	0	0	0	0	4	0	7	3	0	4	0	0	0	0	0	0	10	0	22	0	3	0	0	0	0	0	5	5	0	0	6	8	4	15	0	2	0	10	8	0	0	6	0	0	0	0	0	0	6	0	0	3	3	6	0	0	0	0	0	0	0	0	3	0	12	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Preg.Feces.PD.2256.week0	265	64	1232	250	332	256	305	463	309	79	85	8	89	0	8	0	382	48	291	150	538	37	231	192	417	206	146	205	204	210	77	186	164	126	230	9	161	10	13	157	161	239	88	174	66	133	180	0	118	182	25	0	29	98	0	91	59	6	89	78	71	25	44	5	0	52	20	10	0	129	36	84	6	9	88	49	11	0	4	0	25	85	0	20	10	79	90	13	0	0	87	38	4	5	14	29	99	0	8	12	79	42	0	22	0	11	18	9	0	14	19	53	24	19	23	6	25	10	0	25	29	0	32	11	40	6	0	8	41	0	0	45	7	0	0	24	5	4	0	31	5	32	0	38	4	0	21	28	41	0	8	13	0	0	48	0	0	0	27	0	99	27	25	33	7	0	0	8	0	16	17	25	8	21	30	13	0	0	6	12	10	0	15	0	0	4	0	4	0	6	21	11	0	0	0	0	10	0	0	18	0	0	0	0	12	0	0	25	0	0	21	0	0	9	5	0	11	9	17	0	0	0	26	0	0	0	13	0	19	0	7	8	0	15	18	0	0	0	0	0	0	4	0	8	0	8	8	2	7	0	0	0	0	10	0	0	0	7	13	0	0	8	0	0	0	0	0	6	16	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	5	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	2	0	0	0	3	0	0	4	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	3	0	0	0	0	4	0	0
Preg.Feces.PD.2258.week0	182	71	1406	412	349	172	455	429	445	261	337	0	131	0	10	0	556	108	380	142	606	183	254	116	446	337	63	39	258	270	67	143	136	9	331	6	106	30	15	154	228	268	41	86	113	150	64	21	154	211	36	0	26	140	0	105	42	5	97	103	108	17	78	9	0	85	34	7	0	78	81	71	9	33	85	41	28	7	53	58	16	91	0	8	131	65	100	49	0	27	134	53	9	0	0	0	99	0	14	14	55	63	31	13	0	13	22	6	0	39	20	40	17	9	20	0	28	0	0	36	24	0	33	12	26	31	50	12	50	9	0	0	0	16	0	75	0	14	0	38	8	19	0	51	12	0	32	0	32	10	7	18	22	19	93	0	0	24	23	19	364	41	24	23	32	8	4	24	28	18	26	37	0	0	32	0	0	0	4	11	21	0	27	0	13	10	11	19	6	34	0	9	0	9	11	0	0	0	0	0	0	0	4	0	0	8	0	24	6	0	0	0	0	18	8	9	15	41	0	4	0	0	14	7	11	0	0	8	33	0	14	0	0	0	0	0	6	0	15	0	33	0	0	13	0	5	0	6	10	0	0	0	0	9	0	7	0	8	0	0	0	10	0	11	0	3	0	4	9	0	6	0	6	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	5	5	0	0	18	0	0	0	0	0	0	0	0	0	2	0	3	4	0	12	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	3	3	0	0	0	0	3	0	0
Preg.Feces.PND.2105.week0	164	45	996	115	477	81	285	457	147	38	178	888	21	40	0	235	230	165	332	182	522	160	216	185	507	117	169	227	77	228	46	132	82	137	100	0	70	11	15	171	111	227	0	117	14	109	113	0	124	365	31	0	30	87	0	123	50	43	116	62	211	21	0	13	0	89	16	0	0	92	40	42	9	32	79	32	11	13	35	0	0	44	0	0	0	0	0	9	0	0	155	0	29	10	26	33	158	0	3	6	43	39	68	22	0	12	19	56	0	0	12	45	0	0	18	3	12	0	0	17	14	0	25	0	7	7	0	11	175	0	13	0	4	4	19	20	0	11	0	0	0	28	21	0	9	20	10	0	0	0	10	10	17	0	29	64	19	0	24	0	44	33	17	0	23	0	0	14	19	21	16	49	6	0	42	4	0	4	3	10	25	0	17	262	0	0	4	0	0	8	0	0	0	8	9	0	5	0	19	0	0	63	0	0	0	15	10	14	0	16	0	0	2	0	0	0	9	0	0	0	28	0	9	0	0	0	0	0	15	6	14	3	0	9	0	0	6	0	0	19	34	10	4	0	0	11	13	3	2	7	0	18	0	10	3	0	0	0	0	39	0	10	7	0	0	0	0	10	0	29	0	0	0	4	0	2	0	0	0	0	6	0	8	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	4	11	15	7	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	2	0	0	6	0	2	22	0	0	0	0	0	0	0	0	0	4	2	0	4	0	0	0	0	0	0	0	0	0	0	12	0	10	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	16	0	0	0	0	4
Preg.Feces.PND.2128.week0	1167	730	431	113	860	300	317	487	323	200	160	681	108	248	0	319	728	379	477	409	257	95	293	266	311	203	228	23	194	212	449	43	136	277	0	40	141	235	121	199	46	429	87	232	23	113	247	3	179	156	28	0	124	284	0	156	64	24	72	18	86	38	63	59	0	54	46	14	56	119	92	0	18	13	72	0	60	67	19	0	0	60	0	11	35	56	65	97	53	0	82	52	208	9	0	82	75	0	0	8	42	36	86	18	0	20	90	6	0	15	31	35	10	35	29	20	54	0	85	0	20	0	31	0	16	67	41	66	47	21	26	0	20	0	0	69	27	25	0	29	0	64	43	0	18	0	27	43	20	51	47	44	0	5	40	34	0	0	28	7	0	25	12	0	20	0	35	26	17	42	31	27	0	39	19	13	24	32	17	5	0	16	26	0	7	3	30	69	23	25	16	35	14	36	25	0	0	0	0	0	0	0	27	0	0	26	10	15	0	58	0	0	4	0	10	16	0	4	0	0	142	29	9	0	0	0	0	0	41	7	10	0	10	11	0	0	9	0	0	0	0	7	24	0	0	10	8	11	4	30	0	0	0	11	0	0	16	0	8	0	0	23	0	0	18	7	0	8	12	0	14	0	22	0	0	0	0	5	4	10	5	0	0	0	0	0	0	0	5	0	0	0	9	0	0	16	0	0	0	0	0	0	0	32	0	17	5	2	25	9	3	9	0	0	14	6	0	0	7	3	3	4	0	10	0	0	0	0	6	0	0	3	10	0	15	0	0	0	0	0	2	0	7	5	0	8	18	2	0	0	0	0	6	0	7	11	9	0	8	13	0	0	0	0	0	0	0	0	0	30	5	0	6	5	0	0	0	0	0	3	0	0	0
Preg.Feces.PND.2151.week0	104	397	360	49	176	128	150	163	100	506	169	0	27	0	34	130	0	79	106	115	177	234	85	63	159	39	109	296	59	88	75	29	98	768	0	126	72	127	54	60	67	0	97	122	21	47	121	0	50	70	25	0	25	38	33	35	38	15	33	0	64	130	0	61	8	30	76	13	51	43	26	0	46	24	27	119	44	139	64	51	12	17	0	25	0	0	51	54	0	32	0	28	27	8	21	232	32	0	50	32	0	0	37	35	18	13	38	60	0	45	19	27	0	18	66	6	11	0	195	71	25	0	16	47	38	48	46	0	0	79	22	0	40	34	22	76	36	34	0	29	6	13	0	0	40	0	14	11	23	35	60	13	153	7	14	10	0	24	14	22	0	34	29	0	9	38	23	19	39	0	15	0	26	75	4	34	38	102	28	19	14	0	0	0	0	0	17	12	30	19	21	0	29	21	51	18	15	0	0	0	82	93	36	0	54	26	22	7	8	42	0	0	10	15	13	25	20	9	0	3	0	0	9	0	9	0	0	46	5	20	13	0	7	10	0	15	19	0	0	10	0	7	7	0	0	7	9	6	5	7	0	0	32	0	13	7	32	13	21	22	64	11	0	0	0	9	21	7	7	0	0	22	18	0	12	4	0	0	2	0	9	0	4	0	0	92	7	0	0	4	0	8	7	21	0	13	0	0	0	0	0	0	16	8	0	11	3	0	0	3	9	16	5	0	0	3	0	0	0	7	0	0	0	8	7	54	0	0	5	18	0	2	4	8	0	5	0	0	8	4	5	6	0	0	0	0	0	0	0	8	6	12	6	0	0	0	0	0	0	0	4	4	0	0	0	0	4	5	7	0	4	0	9	0	0	0	8	0	0	0	0	0	0
