feature	ASV1	ASV2	ASV3	ASV4	ASV10	ASV11	ASV13	ASV15	ASV17	ASV18	ASV27	ASV28	ASV33	ASV36	ASV53	ASV62	ASV63	ASV67	ASV68	ASV73	ASV74	ASV76	ASV81	ASV82	ASV86	ASV87	ASV88	ASV90	ASV93	ASV99	ASV100	ASV105	ASV107	ASV108	ASV117	ASV121	ASV126	ASV129	ASV137	ASV138	ASV139	ASV147	ASV148	ASV161	ASV169	ASV182	ASV188	ASV190	ASV205	ASV215	ASV226	ASV228	ASV233	ASV234	ASV238	ASV240	ASV245	ASV261	ASV262	ASV263	ASV275	ASV301	ASV348	ASV362	ASV365	ASV369	ASV399	ASV404	ASV412	ASV414	ASV419	ASV439	ASV449	ASV493	ASV498	ASV504	ASV530	ASV576
Preg.Feces.PD.2222.week3	3.47917897263518	3.17664151662874	5.27477323953567	4.07214431301575	4.26024573653976	0.816798808366163	2.67616129479211	0.816798808366163	-3.90170006292893	2.16672552531518	0.789647819300212	3.79132568548896	0.742690836212441	-0.238138416799286	1.77162320424256	-1.19364986182672	3.1140123575583	0.988649065292822	-0.64360352490745	-1.01132830503277	1.19816636489527	3.53373795688562	-1.19364986182672	-0.534404232942458	0.713420453912327	1.86349103985591	2.64221178263586	1.11557977388599	1.45959210278049	1.19205013787783	2.54560579961228	-3.90170006292893	1.69672189606944	2.46305069392298	2.38801550798007	1.10893523116732	-1.59911496993489	-0.14049994723537	0.0685918506231898	0.346795179120427	0.105633122303539	-3.90170006292893	0.158742947617487	0.540951193561384	0.192644499293169	0.0685918506231898	0.332406441668327	-2.51540570180904	1.05412699467233	-1.41679341314093	-3.90170006292893	-0.810657609570616	0.575636751549275	-0.0515524612188734	-0.905967789374941	-2.10994059370088	0.673010915574451	-1.95578991387362	-0.957261083762492	1.28568574291182	-2.10994059370088	-2.80308777426082	-1.3367507054674	-0.164030444645564	-1.95578991387362	-1.50380479013056	-2.29226215049483	-2.80308777426082	-0.957261083762492	-1.19364986182672	-1.12911134068915	-0.905967789374941	-2.29226215049483	-1.41679341314093	-3.90170006292893	-2.29226215049483	-1.41679341314093	-3.90170006292893
Preg.Feces.PD.2222.week6.2	3.27924812326354	3.62397350164147	5.95129893650543	2.87032400098358	4.30084412065048	2.2038450675058	1.85924270480134	2.59981857893239	-3.30554326912218	2.02717552414319	0.805330595051134	3.10627499858772	1.0764833655517	2.17092028280933	1.49024727647456	1.69166900464194	0.957136607919139	1.38580461310697	-0.361104289955736	0.277975669333933	0.565657741785714	3.51883040092091	2.76056482098157	0.332042890604209	2.11940674835923	2.68090873616226	1.97257139010834	0.984916172026214	-0.261020831398754	1.43065517927232	2.14119410254413	-3.30554326912218	1.37658795800204	1.49847777561108	0.190964292344303	1.24833362247836	0.544604332587882	0.64570044945925	3.37656532832763	-3.30554326912218	-0.472329925065961	-3.30554326912218	-0.0097064031178478	0.0266612410530272	-0.820636619334177	-3.30554326912218	1.11329733867442	0.626282363602149	0.332042890604209	-0.597493068019967	-3.30554326912218	0.128443935362969	0.16019263367755	0.821591115922915	-0.820636619334177	-3.30554326912218	1.16036484953241	-3.30554326912218	0.16019263367755	-3.30554326912218	-3.30554326912218	-1.91924890800229	-3.30554326912218	-0.361104289955736	-3.30554326912218	-2.20693098045407	-1.69610535668808	-1.35963312006686	-1.69610535668808	-3.30554326912218	-1.51378379989412	-3.30554326912218	-3.30554326912218	-3.30554326912218	-2.20693098045407	-3.30554326912218	-1.22610172744234	0.128443935362969
Preg.Feces.PD.2229.week0	4.77257975622648	1.93578859082238	5.78616494696556	2.09147419036772	4.13936491638921	3.16314184379238	1.50307384026684	1.96753728913696	0.770484927655601	3.43547563929736	2.52913523827638	1.32845732984729	2.72619907680753	2.17950753985305	3.01509991845345	1.28818343070935	0.815436315517867	1.10859785373427	0.0181488757053248	0.524084514177124	2.68808344388502	3.41853291856705	0.781913623479224	1.6324529777906	1.32185664581594	1.00505717479343	0.431711194046109	2.0634785828783	-0.140075129509569	1.97100349711345	1.25333669937919	-1.74951304194367	2.13057691638147	2.65371580038082	-0.229687288199256	-0.0845052783547584	1.30178908276513	-0.328127361012509	2.24474806172145	-0.922834468759202	-0.00654373688504663	-3.69542319099898	-0.229687288199256	0.929549622285288	-0.363218680823779	0.216599814429163	-3.69542319099898	-3.69542319099898	1.1408587159525	-2.30912882987909	-3.69542319099898	-0.559928975069833	0.494231551027443	-1.39283809800494	-0.699690917444992	-0.750984211832542	0.553072051050376	-2.08598527856488	-0.198915629532503	-3.69542319099898	-1.05636586138372	-1.21051654121098	-2.08598527856488	-0.437326652977501	0.347628076835567	-1.13047383353745	-3.69542319099898	-1.05636586138372	-3.69542319099898	-3.69542319099898	-1.29752791820061	-3.69542319099898	-3.69542319099898	-3.69542319099898	-1.61598164931915	-3.69542319099898	-3.69542319099898	-3.69542319099898
Preg.Feces.PD.2229.week3	3.9049348388112	3.09755824586798	5.66416985091216	3.45268719619809	4.2509421528987	2.54359073995796	4.04247746826218	2.31505634000888	4.92107714112513	2.77316518160246	1.41772880884248	-1.29586157263535	0.955430225971149	2.49210878412282	1.99688410079931	0.536719891112964	3.15167966914916	0.882670871688721	-0.0671961557190385	-0.484931356419017	0.1312547830048	3.72141826417958	-1.98900875319529	0.0693793792867123	1.22986707167291	2.29916497267224	0.946619596288994	1.41218862846686	1.18904507715265	1.22317808352211	2.25948648885407	0.244583468311803	1.33722558999341	2.48263004016828	2.69312247392893	1.01502232317339	-0.561892397555146	1.01502232317339	0.946619596288994	-0.379570840761191	-0.284260660956866	3.65879108670997	0.467727019626013	0.296769221482373	-0.785035948869355	-0.448563712248142	-3.78076822242335	-3.78076822242335	0.91971214336907	-1.83485807336803	-3.78076822242335	-1.4781831294293	0.844204590860925	-1.14171089280809	-1.29586157263535	-1.58354364508713	0.89206061203856	-2.39447386130346	-0.09188876830941	-3.78076822242335	-2.17133030998925	-0.602714392075401	-1.83485807336803	-1.29586157263535	-3.78076822242335	-2.39447386130346	-2.68215593375524	-3.78076822242335	-1.70132668074351	-2.39447386130346	-3.78076822242335	-1.29586157263535	-3.78076822242335	-1.83485807336803	-3.78076822242335	-3.78076822242335	-3.78076822242335	-3.78076822242335
Preg.Feces.PD.2229.week6.2	3.46252162168696	4.05609681994939	6.09923285820717	-0.205912141266689	4.71857720211637	2.94192791048476	-0.542384377887901	2.21762556214502	1.1803822198532	0.510765536703451	1.16840602880649	4.78062560125051	0.843909983231989	1.47695323972223	1.77344594185616	1.24937509134015	-1.45867510976206	1.70539247861115	1.61709987146547	1.11901327347691	-0.417221234933895	3.70706279188684	1.57787915831219	1.82473923624372	2.40904763676951	1.88536385806015	1.46806429230498	2.06277140005168	1.10627424769948	2.81567351111364	1.53705716379193	-3.25043457899011	2.66845927528303	3.18089650294337	-1.05321000165389	0.215301323809615	1.16840602880649	0.333084359465999	-1.3045244299348	-0.159392125631796	0.810008431556308	-0.685485221528575	-0.947849485996066	1.05363051421406	0.53375505492815	0.246072982476369	-1.45867510976206	-0.611377249374853	0.641385719120515	-3.25043457899011	-3.25043457899011	-0.47784585675033	-0.360062821093947	-3.25043457899011	-0.114940363060962	0.246072982476369	1.0122452980512	0.00766195903137062	-3.25043457899011	-3.25043457899011	-3.25043457899011	-1.17099303731028	-3.25043457899011	-1.64099666655601	0.387151580736274	-1.45867510976206	-1.86414021787022	-1.17099303731028	-3.25043457899011	-3.25043457899011	-3.25043457899011	-3.25043457899011	-3.25043457899011	-3.25043457899011	-1.45867510976206	-3.25043457899011	-3.25043457899011	-3.25043457899011
Preg.Feces.PD.2239.week0	4.09203391359238	1.82790336027162	6.33282303939859	2.83020696680581	3.31113966658374	3.74076702397098	2.76669356108349	-1.2106489104653	3.62959339770227	2.13044454712715	2.63683557382527	-0.651033122529877	3.11678953392418	0.64173518057919	1.83980826277794	2.29715820625511	0.884296817750501	0.206417109321344	-1.09286587480892	-1.49833098291708	3.24078717558075	2.8079838300211	3.06253894417443	2.67091488747814	2.09898127767136	3.10517114597031	0.958404789904223	1.20971921818513	-0.651033122529877	1.37334864196693	0.516572037625184	-3.29009045214514	0.820783412028175	1.83387352725812	0.0421140580300679	-3.29009045214514	1.44610799624936	-0.345651472978696	1.62989047368299	0.14389675234001	-0.294358178591145	2.41035312124555	1.01397464105903	-0.399718694248971	-0.805183802357136	-1.49833098291708	-1.09286587480892	1.53822328515717	0.00574641385919297	-3.29009045214514	-3.29009045214514	1.00036898900326	0.206417109321344	0.820783412028175	-1.2106489104653	-3.29009045214514	-1.2106489104653	-1.34418030308982	-3.29009045214514	-3.29009045214514	0.423481614559172	-3.29009045214514	-3.29009045214514	-0.11203662179719	0.581110558762755	-2.19147816347703	-3.29009045214514	-0.517501729905355	-1.09286587480892	-0.805183802357136	-3.29009045214514	-3.29009045214514	-3.29009045214514	-3.29009045214514	-3.29009045214514	-3.29009045214514	-3.29009045214514	-3.29009045214514
Preg.Feces.PD.2239.week3	3.74564936283914	3.25035063662282	4.79152215780533	1.8927115312633	4.20653269752427	1.79796616367394	3.57565190569033	2.49884733483362	2.1079140312047	1.43058638958965	2.08019863135815	0.6483874314138	0.827435662862785	2.73271895838783	1.95830881374912	0.15054900317462	1.41704216448189	0.696243452591435	-0.169922892100152	-0.575388000208316	-0.19239574795221	3.46766326762623	-1.67400028887643	-0.0645623764423254	0.768346746492778	1.38939063315138	1.74372639473694	1.61440159864039	0.31387405927792	1.68984130624196	1.43506066998457	-3.97658538187047	1.47873573348723	2.58867958816489	2.11245949357637	1.22742130520632	0.213069360155954	1.28090999015731	0.677374968287052	0.0123986646938029	-0.238915763587103	-0.169922892100152	0.587762809597365	0.768346746492778	0.13428848230284	0.271909860178888	-1.08621362397431	-0.98085310831648	1.33168231553073	-0.98085310831648	-3.97658538187047	-0.932062944147048	1.30152927736005	-0.263013315166164	-1.26853518076826	-2.18482591264242	0.327479711333698	-2.03067523281516	-3.97658538187047	-3.97658538187047	-1.14337203781426	-0.798531551522526	-0.169922892100152	-0.313023735740825	-1.89714384019064	-1.26853518076826	-3.97658538187047	-2.59029102075058	-1.49167873208247	-2.36714746943637	-0.841091165941322	-1.26853518076826	-3.97658538187047	-1.89714384019064	-3.97658538187047	-3.97658538187047	-1.89714384019064	-3.97658538187047
Preg.Feces.PD.2239.week6.2	4.09666204448211	2.5053714543684	5.36140309156989	2.58394588700102	4.16476661921956	3.22274593026367	-0.404258120132179	2.95785187282193	-1.79055248125207	1.2444005054552	2.5939710336204	3.22937285975128	1.31850847760892	3.02487863021922	-0.404258120132179	1.83111822316842	0.69435416853593	1.85750497834161	0.848504848363189	1.11086911283068	-0.404258120132179	3.54313202913326	-0.91508374389817	1.12179818336287	2.47494033716586	1.99817230783158	-3.39999039368617	1.77049360135198	0.819517311489936	1.72397358571709	3.09073314081634	-3.39999039368617	2.47774538809347	2.38383478864357	-0.355467955962747	1.13260909946709	-0.45555141451973	1.6626046393408	2.10534114224619	1.23473859454347	1.2444005054552	1.50528438475226	-0.509618635790006	1.55583666391509	1.31850847760892	0.237595766040215	-1.60823092445812	-0.760933064070912	1.42029117191887	-3.39999039368617	-3.39999039368617	-1.45408024463086	1.70595508021441	-2.30137810501806	0.313581673018137	-0.221936563338225	0.406672096084149	1.30048997210625	-3.39999039368617	-1.60823092445812	-3.39999039368617	-0.91508374389817	-1.45408024463086	-3.39999039368617	-3.39999039368617	-3.39999039368617	-3.39999039368617	-3.39999039368617	-3.39999039368617	-3.39999039368617	-1.09740530069212	-3.39999039368617	-3.39999039368617	-3.39999039368617	-3.39999039368617	-3.39999039368617	-2.01369603256628	-1.32054885200633
Preg.Feces.PD.2256.week0	4.1831129825338	1.75279452303021	6.35983795339998	3.1296696622336	3.78586484752792	2.72735416302834	1.87057755868659	1.85940425808846	3.31880287753697	2.66407271308082	2.36120047513506	2.69864405714591	2.4767133622569	0.80475509284147	1.85940425808846	0.628864426377806	1.60487439295358	0.415290326079747	-0.231336838845305	-0.683321962588363	-0.32664701864963	2.87609942428869	0.628864426377806	1.9957407016406	1.75279452303021	2.66908525490436	0.366500161910315	1.78960849615292	-1.01979419920958	0.981685801000548	1.41381915619087	-2.62923211164368	1.49790227340142	2.0151587874977	0.078818089458534	0.628864426377806	1.08433995506063	-0.432007534307457	2.28342277409238	-0.837472642415621	-1.01979419920958	-2.62923211164368	0.46181034171464	0.897128412972485	-0.432007534307457	-0.0642827541821393	-1.01979419920958	-1.01979419920958	0.143356610596105	-2.62923211164368	-2.62923211164368	0.666604754360653	0.366500161910315	0.366500161910315	-0.54979056996384	-2.62923211164368	-2.62923211164368	-1.53061982297557	-0.54979056996384	-2.62923211164368	-0.837472642415621	-2.62923211164368	-2.62923211164368	-0.231336838845305	-2.62923211164368	-2.62923211164368	-2.62923211164368	-0.837472642415621	-2.62923211164368	-2.62923211164368	-2.62923211164368	-2.62923211164368	-2.62923211164368	-2.62923211164368	-2.62923211164368	-2.62923211164368	-2.62923211164368	-2.62923211164368
Preg.Feces.PD.2256.week3	4.3983069331721	2.99611868729819	4.58477584892372	4.82708931634565	3.96438802264621	2.52760426160392	3.14920429087182	2.57639442577335	1.63484402713996	2.31629516793672	2.89257800835735	2.72567417536602	2.48876442828766	1.14130990048403	2.20108235583588	0.564886994232229	4.08625000719792	0.0982674629707335	-0.180445939498287	-0.334596619325545	0.512701241061658	3.85379469865411	-3.51265044967349	-0.0786632451883447	0.764015669342564	1.12207853855614	0.294012040096829	1.46408329274708	-0.947701092211954	1.07231702899708	1.43610944070468	3.8352933734752	1.39262432876494	2.15031003046245	2.24625132420379	2.05950358250427	-1.31542587233727	0.750029427367824	1.49798484442277	0.941696846580017	-1.02774379988549	-3.51265044967349	0.476333596890784	0.856797402793531	0.200921617030817	-0.0161428882070106	-0.56821147050705	-2.41403816100538	1.12207853855614	-3.51265044967349	-3.51265044967349	-1.31542587233727	0.721456054923769	-1.90321253723939	-0.334596619325545	-1.72089098044544	0.337497152036568	-1.72089098044544	-0.334596619325545	-3.51265044967349	-1.72089098044544	-3.51265044967349	-3.51265044967349	-0.74006172743371	-3.51265044967349	-1.72089098044544	-2.41403816100538	-2.41403816100538	-1.56674030061818	-1.56674030061818	-3.51265044967349	-3.51265044967349	-2.1263560885536	-3.51265044967349	-3.51265044967349	-1.72089098044544	-2.41403816100538	-3.51265044967349
